SMPL 1960.1 2017.4;
LOAD XID CC D1 D2 D3 D4;
 1963.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1963.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1963.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1963.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1964.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1964.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1964.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1964.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1965.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1965.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1965.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1965.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1966.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1966.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1966.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1966.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1967.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1967.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1967.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1967.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1968.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1968.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1968.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1968.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1969.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1969.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1969.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1969.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1970.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1970.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1970.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1970.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1971.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1971.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1971.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1971.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1972.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1972.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1972.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1972.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1973.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1973.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1973.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1973.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1974.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1974.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1974.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1974.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1975.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1975.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1975.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1975.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1976.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1976.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1976.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1976.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1977.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1977.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1977.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1977.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1978.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1978.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1978.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1978.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1979.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1979.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1979.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1979.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1980.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1980.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1980.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1980.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1981.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1981.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1981.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1981.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1982.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1982.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1982.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1982.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1983.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1983.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1983.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1983.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1984.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1984.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1984.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1984.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1985.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1985.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1985.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1985.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1986.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1986.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1986.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1986.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1987.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1987.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1987.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1987.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1988.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1988.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1988.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1988.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1989.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1989.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1989.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1989.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1990.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1990.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1990.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1990.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1991.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1991.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1991.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1991.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1992.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1992.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1992.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1992.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1993.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1993.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1993.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1993.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1994.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1994.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1994.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1994.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1995.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1995.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1995.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1995.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1996.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1996.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1996.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1996.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1997.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1997.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1997.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1997.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1998.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1998.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1998.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1998.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1999.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1999.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1999.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 1999.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 2000.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 2000.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 2000.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 2000.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
